iter	Passed	Remaining
399	116730	175095
400	117000	174771
401	117294	174483
402	117531	174109
403	117804	173790
404	118012	173376
405	118237	172987
406	118603	172805
407	118907	172531
408	119225	172279
409	119486	171944
410	119763	171632
411	120007	171272
412	120261	170928
413	120513	170581
414	120741	170202
415	120986	169845
416	121243	169508
417	121568	169265
418	121857	168971
419	122091	168602
420	122347	168264
421	122563	167871
422	122796	167502
423	123054	167168
424	123314	166837
425	123557	166483
426	123834	166176
427	124137	165903
428	124452	165646
429	124738	165351
430	125011	165038
431	125280	164720
432	125578	164441
433	125881	164167
434	126242	163969
435	126596	163762
436	126912	163505
437	127182	163187
438	127447	162865
439	127744	162584
440	128010	162262
441	128260	161922
442	128536	161613
443	128808	161301
444	129114	161030
445	129421	160760
446	130054	160895
447	130437	160717
448	130734	160433
449	131155	160301
450	131471	160039
451	131763	159749
452	132035	159433
453	132304	159115
454	132558	158778
455	132847	158485
456	133114	158164
457	133368	157829
458	133620	157491
459	133879	157162
460	134185	156889
461	134482	156605
462	134784	156327
463	135045	156000
464	135346	155720
465	135626	155417
466	135953	155167
467	136300	154940
468	136605	154664
469	136908	154386
470	137195	154089
471	137447	153754
472	137734	153459
473	137977	153114
474	138223	152773
475	138456	152418
476	138700	152075
477	138904	151691
478	139121	151319
479	139335	150947
480	139556	150581
481	139770	150210
482	140005	149860
483	140221	149491
484	140434	149121
485	140661	148765
486	140923	148447
487	141190	148134
488	141438	147801
489	141685	147468
490	141915	147118
491	142218	146843
492	142471	146517
493	142683	146149
494	142898	145785
495	143115	145423
496	143331	145061
497	143551	144704
498	143760	144337
499	143979	143979
500	144194	143619
501	144408	143257
502	144636	142911
503	144844	142545
504	145061	142189
505	145313	141867
506	145538	141520
507	145758	141167
508	145971	140809
509	146190	140457
510	146416	140113
511	146670	139795
512	146900	139454
513	147121	139107
514	147378	138793
515	147621	138467
516	147881	138156
517	148093	137801
518	148310	137451
519	148582	137153
520	148795	136800
521	149037	136475
522	149318	136185
523	149554	135854
